time,close
2020-04-23,9041000.0
2020-04-24,9111000.0
2020-04-25,9179000.0
2020-04-26,9285000.0
2020-04-27,9345000.0
2020-04-28,9354000.0
2020-04-29,10070000.0
2020-04-30,10683000.0
2020-05-01,10758000.0
2020-05-02,10840000.0
2020-05-03,10749000.0
2020-05-04,10720000.0
2020-05-05,10828000.0
2020-05-06,11200000.0
2020-05-07,11559000.0
2020-05-08,12042000.0
2020-05-09,11703000.0
2020-05-10,10628000.0
2020-05-11,10780000.0
2020-05-12,10760000.0
2020-05-13,10975000.0
2020-05-14,11668000.0
2020-05-15,11519000.0
2020-05-16,11379000.0
2020-05-17,11750000.0
2020-05-18,11648000.0
2020-05-19,11645000.0
2020-05-20,11728000.0
2020-05-21,11000000.0
2020-05-22,11101000.0
2020-05-23,11145000.0
2020-05-24,10978000.0
2020-05-25,10624000.0
2020-05-26,10709000.0
2020-05-27,11100000.0
2020-05-28,11455000.0
2020-05-29,11418000.0
2020-05-30,11494000.0
2020-05-31,11374000.0
2020-06-01,11509000.0
2020-06-02,11600000.0
2020-06-03,11556000.0
2020-06-04,11704000.0
2020-06-05,11640000.0
2020-06-06,11606000.0
2020-06-07,11433000.0
2020-06-08,11600000.0
2020-06-09,11635000.0
2020-06-10,11615000.0
2020-06-11,11533000.0
2020-06-12,11338000.0
2020-06-13,11361000.0
2020-06-14,11254000.0
2020-06-15,11084000.0
2020-06-16,11355000.0
2020-06-17,11381000.0
2020-06-18,11347000.0
2020-06-19,11314000.0
2020-06-20,11248000.0
2020-06-21,11275000.0
2020-06-22,11384000.0
2020-06-23,11540000.0
2020-06-24,11200000.0
2020-06-25,11097000.0
2020-06-26,10935000.0
2020-06-27,10986000.0
2020-06-28,11030000.0
2020-06-29,10878000.0
2020-06-30,10973000.0
2020-07-01,11019000.0
2020-07-02,10992000.0
2020-07-03,10862000.0
2020-07-04,10835000.0
2020-07-05,10789000.0
2020-07-06,10978000.0
2020-07-07,10964000.0
2020-07-08,11140000.0
2020-07-09,11001000.0
2020-07-10,10921000.0
2020-07-11,10947000.0
2020-07-12,10940000.0
2020-07-13,11015000.0
2020-07-14,10979000.0
2020-07-15,10996000.0
2020-07-16,10910000.0
2020-07-17,10922000.0
2020-07-18,10911000.0
2020-07-19,10900000.0
2020-07-20,10926000.0
2020-07-21,11150000.0
2020-07-22,11098000.0
2020-07-23,11229000.0
2020-07-24,11322000.0
2020-07-25,11365000.0
2020-07-26,11748000.0
2020-07-27,12339000.0
2020-07-28,13104000.0
2020-07-29,13116000.0
2020-07-30,12993000.0
2020-07-31,13269000.0
2020-08-01,13750000.0
2020-08-02,13114000.0
2020-08-03,13383000.0
2020-08-04,13320000.0
2020-08-05,13753000.0
2020-08-06,13921000.0
2020-08-07,13756000.0
2020-08-08,13857000.0
2020-08-09,13652000.0
2020-08-10,13984000.0
2020-08-11,13734000.0
2020-08-12,13701000.0
2020-08-13,13601000.0
2020-08-14,13767000.0
2020-08-15,13834000.0
2020-08-16,13821000.0
2020-08-17,14070000.0
2020-08-18,13935000.0
2020-08-19,13834000.0
2020-08-20,13935000.0
2020-08-21,13904000.0
2020-08-22,13788000.0
2020-08-23,13774000.0
2020-08-24,13843000.0
2020-08-25,13509000.0
2020-08-26,13520000.0
2020-08-27,13383000.0
2020-08-28,13436000.0
2020-08-29,13439000.0
2020-08-30,13615000.0
2020-08-31,13753000.0
2020-09-01,13930000.0
2020-09-02,13369000.0
2020-09-03,12946000.0
2020-09-04,12553000.0
2020-09-05,12450000.0
2020-09-06,12329000.0
2020-09-07,11995000.0
2020-09-08,12112000.0
2020-09-09,12186000.0
2020-09-10,12295000.0
2020-09-11,12228000.0
2020-09-12,12285000.0
2020-09-13,12298000.0
2020-09-14,12594000.0
2020-09-15,12752000.0
2020-09-16,12832000.0
2020-09-17,12719000.0
2020-09-18,12738000.0
2020-09-19,12952000.0
2020-09-20,12696000.0
2020-09-21,12230000.0
2020-09-22,12232000.0
2020-09-23,12229000.0
2020-09-24,12116000.0
2020-09-25,12403000.0
2020-09-26,12459000.0
2020-09-27,12418000.0
2020-09-28,12610000.0
2020-09-29,12503000.0
2020-09-30,12521000.0
2020-10-01,12610000.0
2020-10-02,12383000.0
2020-10-03,12350000.0
2020-10-04,12425000.0
2020-10-05,12457000.0
2020-10-06,12439000.0
2020-10-07,12372000.0
2020-10-08,12630000.0
2020-10-09,12661000.0
2020-10-10,12882000.0
2020-10-11,12928000.0
2020-10-12,13118000.0
2020-10-13,13082000.0
2020-10-14,13105000.0
2020-10-15,13090000.0
2020-10-16,13019000.0
2020-10-17,13057000.0
2020-10-18,13127000.0
2020-10-19,13290000.0
2020-10-20,13644000.0
2020-10-21,14357000.0
2020-10-22,14502000.0
2020-10-23,14549000.0
2020-10-24,14683000.0
2020-10-25,14639000.0
2020-10-26,14834000.0
2020-10-27,15029000.0
2020-10-28,14788000.0
2020-10-29,15135000.0
2020-10-30,15164000.0
2020-10-31,15601000.0
2020-11-01,15597000.0
2020-11-02,15298000.0
2020-11-03,15610000.0
2020-11-04,15706000.0
2020-11-05,16672000.0
2020-11-06,17292000.0
2020-11-07,17100000.0
2020-11-08,17120000.0
2020-11-09,16850000.0
2020-11-10,16988000.0
2020-11-11,17297000.0
2020-11-12,17660000.0
2020-11-13,17856000.0
2020-11-14,17701000.0
2020-11-15,17721000.0
2020-11-16,18005000.0
2020-11-17,18767000.0
2020-11-18,19546000.0
2020-11-19,19985000.0
2020-11-20,20528000.0
2020-11-21,20561000.0
2020-11-22,20084000.0
2020-11-23,20063000.0
2020-11-24,21240000.0
2020-11-25,21060000.0
2020-11-26,18854000.0
2020-11-27,18740000.0
2020-11-28,19135000.0
2020-11-29,19813000.0
2020-11-30,20942000.0
2020-12-01,21260000.0
2020-12-02,20813000.0
2020-12-03,21102000.0
2020-12-04,20761000.0
2020-12-05,20731000.0
2020-12-06,20785000.0
2020-12-07,20844000.0
2020-12-08,20493000.0
2020-12-09,20112000.0
2020-12-10,19767000.0
2020-12-11,19849000.0
2020-12-12,20041000.0
2020-12-13,20939000.0
2020-12-14,20900000.0
2020-12-15,21066000.0
2020-12-16,22361000.0
2020-12-17,24832000.0
2020-12-18,24754000.0
2020-12-19,25534000.0
2020-12-20,25864000.0
2020-12-21,25664000.0
2020-12-22,26119000.0
2020-12-23,26764000.0
2020-12-24,26263000.0
2020-12-25,26586000.0
2020-12-26,27924000.0
2020-12-27,30260000.0
2020-12-28,30226000.0
2020-12-29,29834000.0
2020-12-30,31200000.0
2020-12-31,31596000.0
2021-01-01,32235000.0
2021-01-02,34364000.0
2021-01-03,38096000.0
2021-01-04,36632000.0
2021-01-05,36512000.0
2021-01-06,38188000.0
2021-01-07,42700000.0
2021-01-08,47449000.0
2021-01-09,46718000.0
2021-01-10,44404000.0
2021-01-11,37726000.0
2021-01-12,37332000.0
2021-01-13,38171000.0
2021-01-14,43381000.0
2021-01-15,40682000.0
2021-01-16,40690000.0
2021-01-17,38723000.0
2021-01-18,39889000.0
2021-01-19,40329000.0
2021-01-20,38708000.0
2021-01-21,35298000.0
2021-01-22,36064000.0
2021-01-23,35293000.0
2021-01-24,35240000.0
2021-01-25,37876000.0
2021-01-26,35113000.0
2021-01-27,33487000.0
2021-01-28,35297000.0
2021-01-29,39554000.0
2021-01-30,37269000.0
2021-01-31,36652000.0
2021-02-01,36516000.0
2021-02-02,37274000.0
2021-02-03,38669000.0
2021-02-04,39414000.0
2021-02-05,40352000.0
2021-02-06,42927000.0
2021-02-07,41268000.0
2021-02-08,45837000.0
2021-02-09,49534000.0
2021-02-10,48402000.0
2021-02-11,50656000.0
2021-02-12,50506000.0
2021-02-13,50890000.0
2021-02-14,51885000.0
2021-02-15,51732000.0
2021-02-16,54293000.0
2021-02-17,56582000.0
2021-02-18,58029000.0
2021-02-19,59325000.0
2021-02-20,64588000.0
2021-02-21,65085000.0
2021-02-22,59803000.0
2021-02-23,52556000.0
2021-02-24,55331000.0
2021-02-25,57468000.0
2021-02-26,53672000.0
2021-02-27,54016000.0
2021-02-28,51403000.0
2021-03-01,54363000.0
2021-03-02,55600000.0
2021-03-03,57669000.0
2021-03-04,56759000.0
2021-03-05,55836000.0
2021-03-06,55236000.0
2021-03-07,57691000.0
2021-03-08,58137000.0
2021-03-09,62203000.0
2021-03-10,64047000.0
2021-03-11,65061000.0
2021-03-12,65265000.0
2021-03-13,68689000.0
2021-03-14,69209000.0
2021-03-15,65171000.0
2021-03-16,64220000.0
2021-03-17,63521000.0
2021-03-18,67305000.0
2021-03-19,68318000.0
2021-03-20,68745000.0
2021-03-21,67093000.0
2021-03-22,67092000.0
2021-03-23,65240000.0
2021-03-24,67584000.0
2021-03-25,63115000.0
2021-03-26,64170000.0
2021-03-27,65632000.0
2021-03-28,66784000.0
2021-03-29,68860000.0
2021-03-30,70099000.0
2021-03-31,70508000.0
2021-04-01,72067000.0
2021-04-02,73338000.0
2021-04-03,75280000.0
2021-04-04,73224000.0
2021-04-05,76642000.0
2021-04-06,77605000.0
2021-04-07,72387000.0
2021-04-08,74330000.0
2021-04-09,75471000.0
2021-04-10,78514000.0
2021-04-11,77688000.0
2021-04-12,78106000.0
2021-04-13,80374000.0
2021-04-14,80420000.0
2021-04-15,78865000.0
2021-04-16,79623000.0
2021-04-17,77857000.0
2021-04-18,73216000.0
2021-04-19,72872000.0
2021-04-20,69680000.0
2021-04-21,70300000.0
2021-04-22,66012000.0
2021-04-23,57466000.0
2021-04-24,59252000.0
2021-04-25,61049000.0
2021-04-26,62852000.0
2021-04-27,64293000.0
2021-04-28,63239000.0
2021-04-29,63299000.0
2021-04-30,66423000.0
2021-05-01,68695000.0
2021-05-02,68403000.0
2021-05-03,69713000.0
2021-05-04,68474000.0
2021-05-05,68719000.0
2021-05-06,68823000.0
2021-05-07,67839000.0
2021-05-08,70227000.0
2021-05-09,70670000.0
2021-05-10,70858000.0
2021-05-11,68476000.0
2021-05-12,68757000.0
2021-05-13,63068000.0
2021-05-14,62030000.0
2021-05-15,60660000.0
2021-05-16,59335000.0
2021-05-17,53803000.0
2021-05-18,53675000.0
2021-05-19,48498000.0
2021-05-20,51561000.0
2021-05-21,48603000.0
2021-05-22,46887000.0
2021-05-23,42198000.0
2021-05-24,45312000.0
2021-05-25,46080000.0
2021-05-26,47741000.0
2021-05-27,47760000.0
2021-05-28,44555000.0
2021-05-29,41918000.0
2021-05-30,42305000.0
2021-05-31,43214000.0
2021-06-01,43466000.0
2021-06-02,43995000.0
2021-06-03,44911000.0
2021-06-04,43276000.0
2021-06-05,41987000.0
2021-06-06,42075000.0
2021-06-07,41758000.0
2021-06-08,36900000.0
2021-06-09,40061000.0
2021-06-10,42878000.0
2021-06-11,43223000.0
2021-06-12,41431000.0
2021-06-13,41722000.0
2021-06-14,46828000.0
2021-06-15,46261000.0
2021-06-16,45113000.0
2021-06-17,45545000.0
2021-06-18,43443000.0
2021-06-19,42593000.0
2021-06-20,40680000.0
2021-06-21,39099000.0
2021-06-22,35609000.0
2021-06-23,39464000.0
2021-06-24,39619000.0
2021-06-25,38310000.0
2021-06-26,36505000.0
2021-06-27,38650000.0
2021-06-28,39833000.0
2021-06-29,41842000.0
2021-06-30,40232000.0
2021-07-01,39060000.0
2021-07-02,39460000.0
2021-07-03,40347000.0
2021-07-04,41124000.0
2021-07-05,39416000.0
2021-07-06,39809000.0
2021-07-07,40319000.0
2021-07-08,38975000.0
2021-07-09,39486000.0
2021-07-10,39918000.0
2021-07-11,39922000.0
2021-07-12,39433000.0
2021-07-13,38430000.0
2021-07-14,38725000.0
2021-07-15,37559000.0
2021-07-16,37712000.0
2021-07-17,37365000.0
2021-07-18,37049000.0
2021-07-19,36760000.0
2021-07-20,35251000.0
2021-07-21,37459000.0
2021-07-22,38030000.0
2021-07-23,38098000.0
2021-07-24,39507000.0
2021-07-25,39827000.0
2021-07-26,44635000.0
2021-07-27,43995000.0
2021-07-28,45647000.0
2021-07-29,46041000.0
2021-07-30,45227000.0
2021-07-31,47860000.0
2021-08-01,47822000.0
2021-08-02,45932000.0
2021-08-03,44809000.0
2021-08-04,45353000.0
2021-08-05,45243000.0
2021-08-06,47232000.0
2021-08-07,50027000.0
2021-08-08,50657000.0
2021-08-09,52366000.0
2021-08-10,52359000.0
2021-08-11,53220000.0
2021-08-12,51612000.0
2021-08-13,53955000.0
2021-08-14,54570000.0
2021-08-15,53700000.0
2021-08-16,53763000.0
2021-08-17,53749000.0
2021-08-18,53212000.0
2021-08-19,53514000.0
2021-08-20,56822000.0
2021-08-21,57532000.0
2021-08-22,56777000.0
2021-08-23,57995000.0
2021-08-24,56951000.0
2021-08-25,56364000.0
2021-08-26,55068000.0
2021-08-27,56566000.0
2021-08-28,56988000.0
2021-08-29,56792000.0
2021-08-30,56353000.0
2021-08-31,55324000.0
