조건별분석,,,,
[검색조건],,,,
,분류: 지상,,,
,요소 : 습도,,,
,검색구분 : 일,,,
,지역/지점명 : 목포,,,
,기간 : 2011 ~ 2021년 01 ~ 12월 01 ~ 31일,,,
,,,,
,,,,
"	",,,,
"	",,,,
"	",,,,
"	",,,,
"		",,,,
"	",,,,
"		지점번호",지점명,일시,평균습도(%rh),최저습도(%rh)
"		165",목포,2018.7.11,75.1,65
"		165",목포,2018.7.12,79.3,62
"		165",목포,2018.7.13,81,65
"		165",목포,2018.7.14,82.8,67
"		165",목포,2018.7.15,79.1,46
"		165",목포,2018.7.16,79.9,56
"		165",목포,2018.7.17,78.3,57
"		165",목포,2018.7.18,77,46
"		165",목포,2018.7.19,76.9,54
"		165",목포,2018.7.20,75.8,54
"		165",목포,2018.7.21,70.1,44
"		165",목포,2018.7.22,68.6,56
"		165",목포,2018.7.23,70.1,51
"		165",목포,2018.7.24,73.9,54
"		165",목포,2018.7.25,75.5,53
"		165",목포,2018.7.26,78.8,59
"		165",목포,2018.7.27,79,54
"		165",목포,2018.7.28,79.8,62
"		165",목포,2018.7.29,78,59
"		165",목포,2018.7.30,71.4,51
"		165",목포,2018.7.31,71.9,44
"		165",목포,2018.8.1,70.9,37
"		165",목포,2018.8.2,61.8,40
"		165",목포,2018.8.3,71.4,53
"		165",목포,2018.8.4,76.4,57
"		165",목포,2018.8.5,78.8,53
"		165",목포,2018.8.6,75.3,49
"		165",목포,2018.8.7,79.9,56
"		165",목포,2018.8.8,76.9,55
"		165",목포,2018.8.9,77.4,54
"		165",목포,2018.8.10,79.9,57
"		165",목포,2018.8.11,75.9,52
"		165",목포,2018.8.12,69.6,57
"		165",목포,2018.8.13,67.5,50
"		165",목포,2018.8.14,67.3,47
"		165",목포,2018.8.15,65.6,43
"		165",목포,2018.8.16,68.3,56
"		165",목포,2018.8.17,57.1,48
"		165",목포,2018.8.18,58.1,38
"		165",목포,2018.8.19,60,41
"		165",목포,2018.8.20,72.6,58
"		165",목포,2018.8.21,71.9,46
"		165",목포,2018.8.22,66.3,41
"		165",목포,2018.8.23,87,69
"		165",목포,2018.8.24,81.1,64
"		165",목포,2018.8.25,86.4,63
"		165",목포,2018.8.26,91.5,83
"		165",목포,2018.8.27,87.1,78
"		165",목포,2018.8.28,81.1,60
"		165",목포,2018.8.29,78.8,58
"		165",목포,2018.8.30,79.4,64
"		165",목포,2018.8.31,88,79
"		165",목포,2018.9.1,81.1,70
"		165",목포,2018.9.2,76.9,65
"		165",목포,2018.9.3,85.6,71
"		165",목포,2018.9.4,78.9,61
"		165",목포,2018.9.5,65.1,39
"		165",목포,2018.9.6,79,48
"		165",목포,2018.9.7,77.6,58
"		165",목포,2018.9.8,58.9,39
"		165",목포,2018.9.9,64.6,46
"		165",목포,2018.9.10,65.9,53
"		165",목포,2018.9.11,58.4,48
"		165",목포,2018.9.12,66.8,52
"		165",목포,2018.9.13,87.5,76
"		165",목포,2018.9.14,89.6,76
"		165",목포,2018.9.15,89.6,71
"		165",목포,2018.9.16,80.1,62
"		165",목포,2018.9.17,76,54
"		165",목포,2018.9.18,65.8,30
"		165",목포,2018.9.19,80.4,51
"		165",목포,2018.9.20,95,89
"		165",목포,2018.9.21,90,80
"		165",목포,2018.9.22,73.6,43
"		165",목포,2018.9.23,78.3,58
"		165",목포,2018.9.24,65,41
"		165",목포,2018.9.25,57.4,34
"		165",목포,2018.9.26,64.4,51
"		165",목포,2018.9.27,63.3,39
"		165",목포,2018.9.28,64.5,48
"		165",목포,2018.9.29,65.1,41
"		165",목포,2018.9.30,65.1,41
"		165",목포,2018.10.1,58.5,43
"		165",목포,2018.10.2,67.3,54
"		165",목포,2018.10.3,66.4,37
"		165",목포,2018.10.4,66.5,46
"		165",목포,2018.10.5,95.8,78
"		165",목포,2018.10.6,86.8,73
"		165",목포,2018.10.7,68.5,51
"		165",목포,2018.10.8,60.1,39
"		165",목포,2018.10.9,66.1,48
"		165",목포,2018.10.10,66.4,44
"		165",목포,2018.10.11,59.1,46
"		165",목포,2018.10.12,59.1,41
"		165",목포,2018.10.13,63.9,41
"		165",목포,2018.10.14,67.5,48
"		165",목포,2018.10.15,71.8,48
"		165",목포,2018.10.16,73.9,42
"		165",목포,2018.10.17,67.5,31
"		165",목포,2018.10.18,62.8,42
"		165",목포,2018.10.19,69.9,46
"		165",목포,2018.10.20,61.8,38
"		165",목포,2018.10.21,66.5,31
"		165",목포,2018.10.22,72.1,52
"		165",목포,2018.10.23,82.4,61
"		165",목포,2018.10.24,70.8,46
"		165",목포,2018.10.25,65.1,40
"		165",목포,2018.10.26,82.4,48
"		165",목포,2018.10.27,55,35
"		165",목포,2018.10.28,59.6,47
"		165",목포,2018.10.29,72.8,50
"		165",목포,2018.10.30,62.5,50
"		165",목포,2018.10.31,68.3,55
"		165",목포,2018.11.1,67.4,47
"		165",목포,2018.11.2,64.6,28
"		165",목포,2018.11.3,66,32
"		165",목포,2018.11.4,68.4,40
"		165",목포,2018.11.5,74.5,47
"		165",목포,2018.11.6,81.3,53
"		165",목포,2018.11.7,90.4,78
"		165",목포,2018.11.8,89.6,81
"		165",목포,2018.11.9,71.1,54
"		165",목포,2018.11.10,80.6,59
"		165",목포,2018.11.11,89.9,68
"		165",목포,2018.11.12,70,48
"		165",목포,2018.11.13,61.3,47
"		165",목포,2018.11.14,62,42
"		165",목포,2018.11.15,72.1,50
"		165",목포,2018.11.16,81,62
"		165",목포,2018.11.17,58.6,35
"		165",목포,2018.11.18,56,41
"		165",목포,2018.11.19,60.9,45
"		165",목포,2018.11.20,51.4,18
"		165",목포,2018.11.21,56.1,34
"		165",목포,2018.11.22,56,36
"		165",목포,2018.11.23,55,40
"		165",목포,2018.11.24,77.6,49
"		165",목포,2018.11.25,82.6,55
"		165",목포,2018.11.26,77.5,54
"		165",목포,2018.11.27,78.6,47
"		165",목포,2018.11.28,49,22
"		165",목포,2018.11.29,47.5,17
"		165",목포,2018.11.30,64.3,42
"		165",목포,2018.12.1,52,34
"		165",목포,2018.12.2,66.8,52
"		165",목포,2018.12.3,95.8,81
"		165",목포,2018.12.4,77.5,48
"		165",목포,2018.12.5,54.6,35
"		165",목포,2018.12.6,77.9,55
"		165",목포,2018.12.7,76.8,55
"		165",목포,2018.12.8,70.3,50
"		165",목포,2018.12.9,57,32
"		165",목포,2018.12.10,42.9,29
"		165",목포,2018.12.11,78.9,34
"		165",목포,2018.12.12,69.4,59
"		165",목포,2018.12.13,61.9,48
"		165",목포,2018.12.14,64.3,56
"		165",목포,2018.12.15,54.4,33
"		165",목포,2018.12.16,72.8,47
"		165",목포,2018.12.17,59,40
"		165",목포,2018.12.18,60.9,43
"		165",목포,2018.12.19,73.8,61
"		165",목포,2018.12.20,83.3,69
"		165",목포,2018.12.21,81.5,59
"		165",목포,2018.12.22,82.4,54
"		165",목포,2018.12.23,68.8,52
"		165",목포,2018.12.24,63,49
"		165",목포,2018.12.25,56.6,40
"		165",목포,2018.12.26,58.6,30
"		165",목포,2018.12.27,65.3,43
"		165",목포,2018.12.28,81,63
"		165",목포,2018.12.29,77.6,64
"		165",목포,2018.12.30,72.3,57
"		165",목포,2018.12.31,63.9,54
"		165",목포,2019.1.1,65.5,55
"		165",목포,2019.1.2,68.6,55
"		165",목포,2019.1.3,67.5,50
"		165",목포,2019.1.4,68.6,40
"		165",목포,2019.1.5,69.3,50
"		165",목포,2019.1.6,64.6,50
"		165",목포,2019.1.7,73.3,56
"		165",목포,2019.1.8,70.6,61
"		165",목포,2019.1.9,50,31
"		165",목포,2019.1.10,72.4,49
"		165",목포,2019.1.11,71.4,51
"		165",목포,2019.1.12,83.1,56
"		165",목포,2019.1.13,79.5,59
"		165",목포,2019.1.14,78.6,53
"		165",목포,2019.1.15,74.1,49
"		165",목포,2019.1.16,61.3,54
"		165",목포,2019.1.17,61.4,44
"		165",목포,2019.1.18,75.6,53
"		165",목포,2019.1.19,79.6,43
"		165",목포,2019.1.20,67,52
"		165",목포,2019.1.21,61.8,52
"		165",목포,2019.1.22,68.4,38
"		165",목포,2019.1.23,65.9,39
"		165",목포,2019.1.24,55.6,36
"		165",목포,2019.1.25,65.3,52
"		165",목포,2019.1.26,62.4,52
"		165",목포,2019.1.27,70.9,52
"		165",목포,2019.1.28,62.1,40
"		165",목포,2019.1.29,57.5,33
"		165",목포,2019.1.30,63.3,38
"		165",목포,2019.1.31,79.8,59
"		165",목포,2019.2.1,63.4,42
"		165",목포,2019.2.2,67.8,50
"		165",목포,2019.2.3,91.9,79
"		165",목포,2019.2.4,56.6,36
"		165",목포,2019.2.5,49,25
"		165",목포,2019.2.6,61.9,41
"		165",목포,2019.2.7,70.3,44
"		165",목포,2019.2.8,58.5,38
"		165",목포,2019.2.9,63,50
"		165",목포,2019.2.10,53.6,33
"		165",목포,2019.2.11,63.6,56
"		165",목포,2019.2.12,61.9,39
"		165",목포,2019.2.13,52.6,34
"		165",목포,2019.2.14,52.5,31
"		165",목포,2019.2.15,69.8,56
"		165",목포,2019.2.16,68.5,58
"		165",목포,2019.2.17,62.4,49
"		165",목포,2019.2.18,63.1,39
"		165",목포,2019.2.19,93.4,82
"		165",목포,2019.2.20,81.4,59
"		165",목포,2019.2.21,73.3,53
"		165",목포,2019.2.22,74.8,58
"		165",목포,2019.2.23,71.6,37
"		165",목포,2019.2.24,66.1,40
"		165",목포,2019.2.25,79.4,47
"		165",목포,2019.2.26,63.6,37
"		165",목포,2019.2.27,75.9,58
"		165",목포,2019.2.28,73.6,42
"		165",목포,2019.3.1,76,29
"		165",목포,2019.3.2,66.4,42
"		165",목포,2019.3.3,70.3,50
"		165",목포,2019.3.4,74.6,51
"		165",목포,2019.3.5,76.6,50
"		165",목포,2019.3.6,77.4,43
"		165",목포,2019.3.7,72.9,48
"		165",목포,2019.3.8,70.5,42
"		165",목포,2019.3.9,66.9,39
"		165",목포,2019.3.10,86.3,70
"		165",목포,2019.3.11,86.3,65
"		165",목포,2019.3.12,74.9,56
"		165",목포,2019.3.13,55.6,38
"		165",목포,2019.3.14,62.8,25
"		165",목포,2019.3.15,71.5,43
"		165",목포,2019.3.16,65.4,41
"		165",목포,2019.3.17,71.9,28
"		165",목포,2019.3.18,51.5,27
"		165",목포,2019.3.19,75,37
"		165",목포,2019.3.20,85.4,60
"		165",목포,2019.3.21,85,73
"		165",목포,2019.3.22,64.3,49
"		165",목포,2019.3.23,59.9,40
"		165",목포,2019.3.24,55,40
"		165",목포,2019.3.25,68.4,50
"		165",목포,2019.3.26,72.3,29
"		165",목포,2019.3.27,71.3,32
"		165",목포,2019.3.28,76.8,47
"		165",목포,2019.3.29,55.6,28
"		165",목포,2019.3.30,68.4,48
"		165",목포,2019.3.31,44.1,30
"		165",목포,2019.4.1,56.9,28
"		165",목포,2019.4.2,55.5,23
"		165",목포,2019.4.3,54.9,19
"		165",목포,2019.4.4,61,26
"		165",목포,2019.4.5,69.1,40
"		165",목포,2019.4.6,59.5,17
"		165",목포,2019.4.7,95.1,86
"		165",목포,2019.4.8,60.3,23
"		165",목포,2019.4.9,70.4,44
"		165",목포,2019.4.10,87.6,76
"		165",목포,2019.4.11,76.8,55
"		165",목포,2019.4.12,71,25
"		165",목포,2019.4.13,52.5,20
"		165",목포,2019.4.14,71.6,52
"		165",목포,2019.4.15,58.5,28
"		165",목포,2019.4.16,40.4,12
"		165",목포,2019.4.17,66.4,44
"		165",목포,2019.4.18,69.5,37
"		165",목포,2019.4.19,81.5,63
"		165",목포,2019.4.20,67.5,44
"		165",목포,2019.4.21,74.6,45
"		165",목포,2019.4.22,65,42
"		165",목포,2019.4.23,74.4,55
"		165",목포,2019.4.24,89.4,75
"		165",목포,2019.4.25,90.4,70
"		165",목포,2019.4.26,81.5,68
"		165",목포,2019.4.27,72.6,32
"		165",목포,2019.4.28,60,35
"		165",목포,2019.4.29,88.3,56
"		165",목포,2019.4.30,88.9,74
"		165",목포,2019.5.1,82.8,69
"		165",목포,2019.5.2,62.6,37
"		165",목포,2019.5.3,66.4,35
"		165",목포,2019.5.4,56.9,28
"		165",목포,2019.5.5,60.9,28
"		165",목포,2019.5.6,55.1,34
"		165",목포,2019.5.7,54.4,17
"		165",목포,2019.5.8,45.5,16
"		165",목포,2019.5.9,45.3,18
"		165",목포,2019.5.10,49.5,26
"		165",목포,2019.5.11,54.4,16
"		165",목포,2019.5.12,53.1,30
"		165",목포,2019.5.13,60.8,37
"		165",목포,2019.5.14,73.8,46
"		165",목포,2019.5.15,68.8,47
"		165",목포,2019.5.16,60.8,33
"		165",목포,2019.5.17,66.9,39
"		165",목포,2019.5.18,81.3,68
"		165",목포,2019.5.19,85.3,75
"		165",목포,2019.5.20,64.8,41
"		165",목포,2019.5.21,58.4,36
"		165",목포,2019.5.22,61.9,30
"		165",목포,2019.5.23,67.5,38
"		165",목포,2019.5.24,62,34
"		165",목포,2019.5.25,67.6,45
"		165",목포,2019.5.26,65.9,33
"		165",목포,2019.5.27,90.4,72
"		165",목포,2019.5.28,62.4,38
"		165",목포,2019.5.29,69,45
"		165",목포,2019.5.30,57.3,25
"		165",목포,2019.5.31,71.8,49
"		165",목포,2019.6.1,71.3,43
"		165",목포,2019.6.2,63.6,32
"		165",목포,2019.6.3,57.4,30
"		165",목포,2019.6.4,60.1,37
"		165",목포,2019.6.5,80.3,51
"		165",목포,2019.6.6,84.6,65
"		165",목포,2019.6.7,90.5,79
"		165",목포,2019.6.8,81.4,58
"		165",목포,2019.6.9,73.6,50
"		165",목포,2019.6.10,75.1,59
"		165",목포,2019.6.11,75.3,57
"		165",목포,2019.6.12,76.9,59
"		165",목포,2019.6.13,76,54
"		165",목포,2019.6.14,87.8,73
"		165",목포,2019.6.15,75.4,60
"		165",목포,2019.6.16,78.9,63
"		165",목포,2019.6.17,71.4,43
"		165",목포,2019.6.18,80.1,57
"		165",목포,2019.6.19,78.1,55
"		165",목포,2019.6.20,76.3,55
"		165",목포,2019.6.21,76,58
"		165",목포,2019.6.22,79.9,58
"		165",목포,2019.6.23,79.6,64
"		165",목포,2019.6.24,76.4,54
"		165",목포,2019.6.25,72.8,49
"		165",목포,2019.6.26,88.3,61
"		165",목포,2019.6.27,87.6,69
"		165",목포,2019.6.28,80.6,57
"		165",목포,2019.6.29,92.8,65
"		165",목포,2019.6.30,87,74
"		165",목포,2019.7.1,92.9,85
"		165",목포,2019.7.2,84,62
"		165",목포,2019.7.3,79.8,57
"		165",목포,2019.7.4,75,53
"		165",목포,2019.7.5,72.5,47
"		165",목포,2019.7.6,67.8,31
"		165",목포,2019.7.7,73.6,50
"		165",목포,2019.7.8,75,48
"		165",목포,2019.7.9,80.5,66
"		165",목포,2019.7.10,89,74
"		165",목포,2019.7.11,87.5,75
"		165",목포,2019.7.12,80.3,60
"		165",목포,2019.7.13,81.9,62
"		165",목포,2019.7.14,82.8,63
"		165",목포,2019.7.15,81.3,60
"		165",목포,2019.7.16,78.3,58
"		165",목포,2019.7.17,75.8,51
"		165",목포,2019.7.18,89.9,79
"		165",목포,2019.7.19,89.1,77
"		165",목포,2019.7.20,95.3,86
"		165",목포,2019.7.21,89,73
"		165",목포,2019.7.22,92.6,82
"		165",목포,2019.7.23,84.3,65
"		165",목포,2019.7.24,87.8,71
"		165",목포,2019.7.25,86.6,71
"		165",목포,2019.7.26,89,75
"		165",목포,2019.7.27,95.1,92
"		165",목포,2019.7.28,84.9,71
"		165",목포,2019.7.29,79.5,59
"		165",목포,2019.7.30,81.8,64
"		165",목포,2019.7.31,78.9,57
"		165",목포,2019.8.1,78.5,62
"		165",목포,2019.8.2,78,58
"		165",목포,2019.8.3,74.1,55
"		165",목포,2019.8.4,74.9,51
"		165",목포,2019.8.5,78.4,56
"		165",목포,2019.8.6,78.1,48
"		165",목포,2019.8.7,75.8,57
"		165",목포,2019.8.8,71.4,52
"		165",목포,2019.8.9,69.3,54
"		165",목포,2019.8.10,65.6,54
"		165",목포,2019.8.11,79.8,64
"		165",목포,2019.8.12,89.3,77
"		165",목포,2019.8.13,77.6,52
"		165",목포,2019.8.14,82.9,66
"		165",목포,2019.8.15,84.8,68
"		165",목포,2019.8.16,83.9,72
"		165",목포,2019.8.17,81,55
"		165",목포,2019.8.18,71.4,40
"		165",목포,2019.8.19,75,59
"		165",목포,2019.8.20,74.4,55
"		165",목포,2019.8.21,80.6,65
"		165",목포,2019.8.22,82.4,58
"		165",목포,2019.8.23,77.5,56
"		165",목포,2019.8.24,77.5,48
"		165",목포,2019.8.25,78.1,57
"		165",목포,2019.8.26,74,50
"		165",목포,2019.8.27,93,85
"		165",목포,2019.8.28,86.4,67
"		165",목포,2019.8.29,85.6,72
"		165",목포,2019.8.30,72.3,52
"		165",목포,2019.8.31,74.9,58
"		165",목포,2019.9.1,83.1,56
"		165",목포,2019.9.2,89.4,74
"		165",목포,2019.9.3,90.3,78
"		165",목포,2019.9.4,91.4,80
"		165",목포,2019.9.5,90.3,68
"		165",목포,2019.9.6,82.6,69
"		165",목포,2019.9.7,86.5,69
"		165",목포,2019.9.8,92.5,82
"		165",목포,2019.9.9,90.8,74
"		165",목포,2019.9.10,81.3,66
"		165",목포,2019.9.11,86,72
"		165",목포,2019.9.12,77.9,71
"		165",목포,2019.9.13,71.8,51
"		165",목포,2019.9.14,78.5,57
"		165",목포,2019.9.15,85.1,66
"		165",목포,2019.9.16,81.6,64
"		165",목포,2019.9.17,70.1,31
"		165",목포,2019.9.18,71.8,44
"		165",목포,2019.9.19,62.8,50
"		165",목포,2019.9.20,62.3,33
"		165",목포,2019.9.21,88.6,59
"		165",목포,2019.9.22,84.3,66
"		165",목포,2019.9.23,67.6,48
"		165",목포,2019.9.24,75.1,46
"		165",목포,2019.9.25,73.9,46
"		165",목포,2019.9.26,72.8,55
"		165",목포,2019.9.27,76.6,57
"		165",목포,2019.9.28,85.1,66
"		165",목포,2019.9.29,80.3,59
"		165",목포,2019.9.30,75.9,59
"		165",목포,2019.10.1,90.6,81
"		165",목포,2019.10.2,93.8,84
"		165",목포,2019.10.3,87.3,72
"		165",목포,2019.10.4,85.4,62
"		165",목포,2019.10.5,78,68
"		165",목포,2019.10.6,69.8,51
"		165",목포,2019.10.7,84.1,66
"		165",목포,2019.10.8,68.6,52
"		165",목포,2019.10.9,61.1,34
"		165",목포,2019.10.10,66.5,23
"		165",목포,2019.10.11,73.9,51
"		165",목포,2019.10.12,68.8,46
"		165",목포,2019.10.13,62.3,33
"		165",목포,2019.10.14,75.4,57
"		165",목포,2019.10.15,61.9,48
"		165",목포,2019.10.16,71.6,47
"		165",목포,2019.10.17,73.9,55
"		165",목포,2019.10.18,71.9,58
"		165",목포,2019.10.19,81.9,58
"		165",목포,2019.10.20,80.3,48
"		165",목포,2019.10.21,75.4,49
"		165",목포,2019.10.22,69,39
"		165",목포,2019.10.23,71,56
"		165",목포,2019.10.24,73.4,49
"		165",목포,2019.10.25,76.4,49
"		165",목포,2019.10.26,62.5,51
"		165",목포,2019.10.27,60.3,45
"		165",목포,2019.10.28,68.6,45
"		165",목포,2019.10.29,63.6,37
"		165",목포,2019.10.30,62.6,47
"		165",목포,2019.10.31,73.6,52
"		165",목포,2019.11.1,80.1,63
"		165",목포,2019.11.2,74.9,43
"		165",목포,2019.11.3,76.6,47
"		165",목포,2019.11.4,77.1,58
"		165",목포,2019.11.5,81.4,50
"		165",목포,2019.11.6,72.9,46
"		165",목포,2019.11.7,66,51
"		165",목포,2019.11.8,59.5,48
"		165",목포,2019.11.9,63.3,46
"		165",목포,2019.11.10,74.3,60
"		165",목포,2019.11.11,68,53
"		165",목포,2019.11.12,71.8,51
"		165",목포,2019.11.13,76,61
"		165",목포,2019.11.14,58.9,39
"		165",목포,2019.11.15,64.4,52
"		165",목포,2019.11.16,75.3,55
"		165",목포,2019.11.17,76.6,66
"		165",목포,2019.11.18,71.9,57
"		165",목포,2019.11.19,61,45
"		165",목포,2019.11.20,58.8,48
"		165",목포,2019.11.21,45.1,23
"		165",목포,2019.11.22,64.4,49
"		165",목포,2019.11.23,69.5,48
"		165",목포,2019.11.24,79.6,66
"		165",목포,2019.11.25,67.3,58
"		165",목포,2019.11.26,74.6,62
"		165",목포,2019.11.27,69.6,52
"		165",목포,2019.11.28,62.5,46
"		165",목포,2019.11.29,55.8,27
"		165",목포,2019.11.30,58.9,36
"		165",목포,2019.12.1,87.5,70
"		165",목포,2019.12.2,66,53
"		165",목포,2019.12.3,62,48
"		165",목포,2019.12.4,65.3,44
"		165",목포,2019.12.5,65.8,42
"		165",목포,2019.12.6,59.9,48
"		165",목포,2019.12.7,55.3,37
"		165",목포,2019.12.8,67.3,54
"		165",목포,2019.12.9,75.4,52
"		165",목포,2019.12.10,76,53
"		165",목포,2019.12.11,75.8,55
"		165",목포,2019.12.12,57.1,47
"		165",목포,2019.12.13,51.5,24
"		165",목포,2019.12.14,64,43
"		165",목포,2019.12.15,62.9,47
"		165",목포,2019.12.16,62.6,51
"		165",목포,2019.12.17,83.9,69
"		165",목포,2019.12.18,68.1,58
"		165",목포,2019.12.19,62.4,54
"		165",목포,2019.12.20,68.4,53
"		165",목포,2019.12.21,61.1,49
"		165",목포,2019.12.22,62.6,42
"		165",목포,2019.12.23,74,49
"		165",목포,2019.12.24,69.4,44
"		165",목포,2019.12.25,61.1,31
"		165",목포,2019.12.26,66.9,46
"		165",목포,2019.12.27,55.6,41
"		165",목포,2019.12.28,54.3,35
"		165",목포,2019.12.29,77.5,50
"		165",목포,2019.12.30,82.1,63
"		165",목포,2019.12.31,61.6,51
"		165",목포,2020.1.1,62.6,54
"		165",목포,2020.1.2,69.9,56
"		165",목포,2020.1.3,76.9,56
"		165",목포,2020.1.4,79.1,58
"		165",목포,2020.1.5,63.4,43
"		165",목포,2020.1.6,79,43
"		165",목포,2020.1.7,93.4,84
"		165",목포,2020.1.8,74.8,66
"		165",목포,2020.1.9,66.6,60
"		165",목포,2020.1.10,69.8,47
"		165",목포,2020.1.11,64.6,51
"		165",목포,2020.1.12,62.6,53
"		165",목포,2020.1.13,61,50
"		165",목포,2020.1.14,62.6,45
"		165",목포,2020.1.15,64.9,51
"		165",목포,2020.1.16,59.3,39
"		165",목포,2020.1.17,57.1,44
"		165",목포,2020.1.18,68.5,54
"		165",목포,2020.1.19,70.9,57
"		165",목포,2020.1.20,57.4,42
"		165",목포,2020.1.21,53,29
"		165",목포,2020.1.22,84.5,49
"		165",목포,2020.1.23,82.8,58
"		165",목포,2020.1.24,75.9,57
"		165",목포,2020.1.25,78.8,68
"		165",목포,2020.1.26,76.4,56
"		165",목포,2020.1.27,92,67
"		165",목포,2020.1.28,86.6,72
"		165",목포,2020.1.29,84.5,75
"		165",목포,2020.1.30,70.4,58
"		165",목포,2020.1.31,65.3,49
"		165",목포,2020.2.1,76.4,54
"		165",목포,2020.2.2,72,51
"		165",목포,2020.2.3,75.3,53
"		165",목포,2020.2.4,64.9,45
"		165",목포,2020.2.5,63.6,50
"		165",목포,2020.2.6,55.8,38
"		165",목포,2020.2.7,58.9,39
"		165",목포,2020.2.8,67,52
"		165",목포,2020.2.9,62.6,49
"		165",목포,2020.2.10,76.3,44
"		165",목포,2020.2.11,65.9,39
"		165",목포,2020.2.12,92.1,80
"		165",목포,2020.2.13,91.9,76
"		165",목포,2020.2.14,83.5,58
"		165",목포,2020.2.15,76.3,44
"		165",목포,2020.2.16,82.5,55
"		165",목포,2020.2.17,77.6,61
"		165",목포,2020.2.18,62,51
"		165",목포,2020.2.19,70.4,48
"		165",목포,2020.2.20,80.4,49
"		165",목포,2020.2.21,71.9,43
"		165",목포,2020.2.22,69.3,46
"		165",목포,2020.2.23,61.9,41
"		165",목포,2020.2.24,67.3,51
"		165",목포,2020.2.25,92.6,68
"		165",목포,2020.2.26,83.1,57
"		165",목포,2020.2.27,76,52
"		165",목포,2020.2.28,76.3,60
"		165",목포,2020.2.29,81.4,65
"		165",목포,2020.3.1,83,70
"		165",목포,2020.3.2,62.4,40
"		165",목포,2020.3.3,70.4,57
"		165",목포,2020.3.4,60,46
"		165",목포,2020.3.5,60,43
"		165",목포,2020.3.6,54.9,19
"		165",목포,2020.3.7,78.6,55
"		165",목포,2020.3.8,76.1,46
"		165",목포,2020.3.9,81.6,65
"		165",목포,2020.3.10,81,54
"		165",목포,2020.3.11,55.8,40
"		165",목포,2020.3.12,60.3,19
"		165",목포,2020.3.13,65.4,38
"		165",목포,2020.3.14,56.5,28
"		165",목포,2020.3.15,60.5,29
"		165",목포,2020.3.16,54.6,29
"		165",목포,2020.3.17,71.6,45
"		165",목포,2020.3.18,69.9,18
"		165",목포,2020.3.19,65.5,33
"		165",목포,2020.3.20,52,22
"		165",목포,2020.3.21,76.1,53
"		165",목포,2020.3.22,73,42
"		165",목포,2020.3.23,63.5,22
"		165",목포,2020.3.24,73,43
"		165",목포,2020.3.25,56.9,27
"		165",목포,2020.3.26,90.3,65
"		165",목포,2020.3.27,81.6,60
"		165",목포,2020.3.28,52.8,31
"		165",목포,2020.3.29,62.5,42
"		165",목포,2020.3.30,66.6,47
"		165",목포,2020.3.31,63.8,36
"		165",목포,2020.4.1,58,41
"		165",목포,2020.4.2,62.5,28
"		165",목포,2020.4.3,62.5,20
"		165",목포,2020.4.4,61,37
"		165",목포,2020.4.5,55.1,28
"		165",목포,2020.4.6,59.6,21
"		165",목포,2020.4.7,70.6,37
"		165",목포,2020.4.8,54.4,22
"		165",목포,2020.4.9,56.1,29
"		165",목포,2020.4.10,62.1,45
"		165",목포,2020.4.11,85.9,72
"		165",목포,2020.4.12,78.5,51
"		165",목포,2020.4.13,63.6,34
"		165",목포,2020.4.14,59.6,19
"		165",목포,2020.4.15,57.5,24
"		165",목포,2020.4.16,61.5,32
"		165",목포,2020.4.17,85.4,68
"		165",목포,2020.4.18,82.1,65
"		165",목포,2020.4.19,88.6,75
"		165",목포,2020.4.20,80.3,60
"		165",목포,2020.4.21,50.6,28
"		165",목포,2020.4.22,45.8,35
"		165",목포,2020.4.23,53.8,30
"		165",목포,2020.4.24,50.8,29
"		165",목포,2020.4.25,67.8,36
"		165",목포,2020.4.26,56.3,25
"		165",목포,2020.4.27,56.3,17
"		165",목포,2020.4.28,66.6,28
"		165",목포,2020.4.29,52.9,25
"		165",목포,2020.4.30,67.3,55
"		165",목포,2020.5.1,77.1,63
"		165",목포,2020.5.2,82.5,64
"		165",목포,2020.5.3,93,80
"		165",목포,2020.5.4,85.8,68
"		165",목포,2020.5.5,85.5,73
"		165",목포,2020.5.6,77.6,51
"		165",목포,2020.5.7,50.9,23
"		165",목포,2020.5.8,63.4,42
"		165",목포,2020.5.9,91.5,82
"		165",목포,2020.5.10,94.6,81
"		165",목포,2020.5.11,88.1,66
"		165",목포,2020.5.12,70.5,40
"		165",목포,2020.5.13,53,27
"		165",목포,2020.5.14,49.8,24
"		165",목포,2020.5.15,94.6,74
"		165",목포,2020.5.16,94.8,79
"		165",목포,2020.5.17,87,68
"		165",목포,2020.5.18,86.6,72
"		165",목포,2020.5.19,80.1,65
"		165",목포,2020.5.20,75.9,57
"		165",목포,2020.5.21,74.5,56
"		165",목포,2020.5.22,64.8,42
"		165",목포,2020.5.23,74.5,62
"		165",목포,2020.5.24,89.8,70
"		165",목포,2020.5.25,85.4,67
"		165",목포,2020.5.26,81.3,57
"		165",목포,2020.5.27,74.5,45
"		165",목포,2020.5.28,82.3,61
"		165",목포,2020.5.29,79.6,63
"		165",목포,2020.5.30,62.9,39
"		165",목포,2020.5.31,89.5,73
"		165",목포,2020.6.1,86.1,59
"		165",목포,2020.6.2,77.6,36
"		165",목포,2020.6.3,92.3,76
"		165",목포,2020.6.4,87.5,67
"		165",목포,2020.6.5,90.3,67
"		165",목포,2020.6.6,86.4,66
"		165",목포,2020.6.7,74.8,49
