조건별분석,,,,
[검색조건],,,,
,분류: 지상,,,
,요소 : 습도,,,
,검색구분 : 일,,,
,지역/지점명 : 목포,,,
,기간 : 2011 ~ 2021년 01 ~ 12월 01 ~ 31일,,,
,,,,
,,,,
"	",,,,
"	",,,,
"	",,,,
"	",,,,
"		",,,,
"	",,,,
"		지점번호",지점명,일시,평균습도(%rh),최저습도(%rh)
"		165",목포,2014.9.9,89.3,76
"		165",목포,2014.9.10,81.3,48
"		165",목포,2014.9.11,84.8,67
"		165",목포,2014.9.12,93.4,63
"		165",목포,2014.9.13,79.1,41
"		165",목포,2014.9.14,80.6,53
"		165",목포,2014.9.15,88.6,68
"		165",목포,2014.9.16,77.3,52
"		165",목포,2014.9.17,75.9,53
"		165",목포,2014.9.18,80.9,63
"		165",목포,2014.9.19,80.1,70
"		165",목포,2014.9.20,78.3,55
"		165",목포,2014.9.21,75.5,46
"		165",목포,2014.9.22,76.3,48
"		165",목포,2014.9.23,81,62
"		165",목포,2014.9.24,97.8,90
"		165",목포,2014.9.25,92.4,67
"		165",목포,2014.9.26,92.3,65
"		165",목포,2014.9.27,89.4,66
"		165",목포,2014.9.28,91.3,71
"		165",목포,2014.9.29,98.1,93
"		165",목포,2014.9.30,94.6,75
"		165",목포,2014.10.1,89,64
"		165",목포,2014.10.2,88.8,64
"		165",목포,2014.10.3,82.6,67
"		165",목포,2014.10.4,81.8,50
"		165",목포,2014.10.5,77.8,56
"		165",목포,2014.10.6,77.3,51
"		165",목포,2014.10.7,80.6,52
"		165",목포,2014.10.8,86.6,58
"		165",목포,2014.10.9,86.8,60
"		165",목포,2014.10.10,74.1,42
"		165",목포,2014.10.11,74.3,44
"		165",목포,2014.10.12,81.9,64
"		165",목포,2014.10.13,89.8,65
"		165",목포,2014.10.14,79,56
"		165",목포,2014.10.15,75.3,52
"		165",목포,2014.10.16,77.5,53
"		165",목포,2014.10.17,65.3,33
"		165",목포,2014.10.18,66.9,32
"		165",목포,2014.10.19,75.9,51
"		165",목포,2014.10.20,100,94
"		165",목포,2014.10.21,99.4,93
"		165",목포,2014.10.22,95.6,78
"		165",목포,2014.10.23,88.9,63
"		165",목포,2014.10.24,91,68
"		165",목포,2014.10.25,94,64
"		165",목포,2014.10.26,93.8,76
"		165",목포,2014.10.27,69.9,50
"		165",목포,2014.10.28,70.8,47
"		165",목포,2014.10.29,79.5,54
"		165",목포,2014.10.30,88.5,65
"		165",목포,2014.10.31,100,90
"		165",목포,2014.11.1,97.4,84
"		165",목포,2014.11.2,79.4,56
"		165",목포,2014.11.3,64.5,50
"		165",목포,2014.11.4,79.5,56
"		165",목포,2014.11.5,86.4,57
"		165",목포,2014.11.6,90.3,68
"		165",목포,2014.11.7,84,61
"		165",목포,2014.11.8,88.8,74
"		165",목포,2014.11.9,79.4,62
"		165",목포,2014.11.10,75.5,53
"		165",목포,2014.11.11,84,65
"		165",목포,2014.11.12,78.8,47
"		165",목포,2014.11.13,72.1,60
"		165",목포,2014.11.14,83.4,64
"		165",목포,2014.11.15,81.3,59
"		165",목포,2014.11.16,66.9,42
"		165",목포,2014.11.17,79,59
"		165",목포,2014.11.18,73.9,57
"		165",목포,2014.11.19,71,45
"		165",목포,2014.11.20,74,48
"		165",목포,2014.11.21,87.4,63
"		165",목포,2014.11.22,91.8,70
"		165",목포,2014.11.23,88.8,61
"		165",목포,2014.11.24,100,89
"		165",목포,2014.11.25,100,98
"		165",목포,2014.11.26,90.1,69
"		165",목포,2014.11.27,95.9,72
"		165",목포,2014.11.28,95,86
"		165",목포,2014.11.29,86.8,64
"		165",목포,2014.11.30,97.6,87
"		165",목포,2014.12.1,83.6,55
"		165",목포,2014.12.2,85.9,65
"		165",목포,2014.12.3,73.3,57
"		165",목포,2014.12.4,73.3,54
"		165",목포,2014.12.5,100,69
"		165",목포,2014.12.6,97.5,88
"		165",목포,2014.12.7,89.5,76
"		165",목포,2014.12.8,90.9,72
"		165",목포,2014.12.9,67.5,46
"		165",목포,2014.12.10,91.4,65
"		165",목포,2014.12.11,81.8,58
"		165",목포,2014.12.12,81.9,56
"		165",목포,2014.12.13,97.5,67
"		165",목포,2014.12.14,89.5,66
"		165",목포,2014.12.15,85,59
"		165",목포,2014.12.16,94.6,68
"		165",목포,2014.12.17,91.9,75
"		165",목포,2014.12.18,70.9,62
"		165",목포,2014.12.19,85.9,60
"		165",목포,2014.12.20,80.1,61
"		165",목포,2014.12.21,94.4,67
"		165",목포,2014.12.22,76.5,64
"		165",목포,2014.12.23,85.5,63
"		165",목포,2014.12.24,87.9,71
"		165",목포,2014.12.25,74.1,51
"		165",목포,2014.12.26,75.5,60
"		165",목포,2014.12.27,76.3,55
"		165",목포,2014.12.28,85.5,64
"		165",목포,2014.12.29,89.6,70
"		165",목포,2014.12.30,74,37
"		165",목포,2014.12.31,83.8,60
"		165",목포,2015.1.1,88,67
"		165",목포,2015.1.2,77.8,49
"		165",목포,2015.1.3,79.6,62
"		165",목포,2015.1.4,89.8,73
"		165",목포,2015.1.5,91.9,61
"		165",목포,2015.1.6,80.6,56
"		165",목포,2015.1.7,74.6,63
"		165",목포,2015.1.8,80.9,67
"		165",목포,2015.1.9,76,50
"		165",목포,2015.1.10,84,65
"		165",목포,2015.1.11,83.1,67
"		165",목포,2015.1.12,70.8,49
"		165",목포,2015.1.13,76.3,55
"		165",목포,2015.1.14,83.3,70
"		165",목포,2015.1.15,89.9,62
"		165",목포,2015.1.16,91.1,76
"		165",목포,2015.1.17,76.4,62
"		165",목포,2015.1.18,86.1,64
"		165",목포,2015.1.19,74.5,48
"		165",목포,2015.1.20,80.3,58
"		165",목포,2015.1.21,93.1,73
"		165",목포,2015.1.22,89.6,73
"		165",목포,2015.1.23,82.1,62
"		165",목포,2015.1.24,83.6,61
"		165",목포,2015.1.25,91.8,79
"		165",목포,2015.1.26,98.8,92
"		165",목포,2015.1.27,82.6,68
"		165",목포,2015.1.28,75.4,54
"		165",목포,2015.1.29,92.5,70
"		165",목포,2015.1.30,86.6,67
"		165",목포,2015.1.31,76.1,61
"		165",목포,2015.2.1,79.9,53
"		165",목포,2015.2.2,80.8,51
"		165",목포,2015.2.3,83.8,44
"		165",목포,2015.2.4,94.1,66
"		165",목포,2015.2.5,85,66
"		165",목포,2015.2.6,75.9,64
"		165",목포,2015.2.7,85.3,63
"		165",목포,2015.2.8,82.3,53
"		165",목포,2015.2.9,70.8,52
"		165",목포,2015.2.10,78.4,63
"		165",목포,2015.2.11,82.8,62
"		165",목포,2015.2.12,70.9,56
"		165",목포,2015.2.13,71.3,56
"		165",목포,2015.2.14,84.6,52
"		165",목포,2015.2.15,93.3,81
"		165",목포,2015.2.16,98.9,96
"		165",목포,2015.2.17,83.3,68
"		165",목포,2015.2.18,85.6,76
"		165",목포,2015.2.19,77.5,63
"		165",목포,2015.2.20,80.5,61
"		165",목포,2015.2.21,95.4,73
"		165",목포,2015.2.22,90.8,75
"		165",목포,2015.2.23,80.3,62
"		165",목포,2015.2.24,76,44
"		165",목포,2015.2.25,64.6,41
"		165",목포,2015.2.26,76.8,48
"		165",목포,2015.2.27,72.3,51
"		165",목포,2015.2.28,74.4,55
"		165",목포,2015.3.1,85.8,64
"		165",목포,2015.3.2,72.3,27
"		165",목포,2015.3.3,85.5,66
"		165",목포,2015.3.4,62.9,52
"		165",목포,2015.3.5,69.9,44
"		165",목포,2015.3.6,74.3,53
"		165",목포,2015.3.7,74.9,22
"		165",목포,2015.3.8,66,26
"		165",목포,2015.3.9,82.5,63
"		165",목포,2015.3.10,66,49
"		165",목포,2015.3.11,70.4,53
"		165",목포,2015.3.12,64.1,18
"		165",목포,2015.3.13,94.1,81
"		165",목포,2015.3.14,67.1,27
"		165",목포,2015.3.15,64.3,21
"		165",목포,2015.3.16,61.9,33
"		165",목포,2015.3.17,61.8,35
"		165",목포,2015.3.18,97.8,65
"		165",목포,2015.3.19,96,79
"		165",목포,2015.3.20,84.9,55
"		165",목포,2015.3.21,82,51
"		165",목포,2015.3.22,80.3,26
"		165",목포,2015.3.23,62.4,27
"		165",목포,2015.3.24,67.4,37
"		165",목포,2015.3.25,69.5,29
"		165",목포,2015.3.26,67.6,30
"		165",목포,2015.3.27,68.5,38
"		165",목포,2015.3.28,61.6,25
"		165",목포,2015.3.29,81.5,53
"		165",목포,2015.3.30,88.3,64
"		165",목포,2015.3.31,100,98
"		165",목포,2015.4.1,97.6,89
"		165",목포,2015.4.2,92.1,73
"		165",목포,2015.4.3,100,95
"		165",목포,2015.4.4,90.4,62
"		165",목포,2015.4.5,100,100
"		165",목포,2015.4.6,97.1,84
"		165",목포,2015.4.7,82.6,64
"		165",목포,2015.4.8,88.4,68
"		165",목포,2015.4.9,82,54
"		165",목포,2015.4.10,78.9,51
"		165",목포,2015.4.11,76.5,51
"		165",목포,2015.4.12,59.9,21
"		165",목포,2015.4.13,94,79
"		165",목포,2015.4.14,91.1,60
"		165",목포,2015.4.15,87.6,65
"		165",목포,2015.4.16,88.6,61
"		165",목포,2015.4.17,60.6,17
"		165",목포,2015.4.18,64,32
"		165",목포,2015.4.19,100,100
"		165",목포,2015.4.20,100,100
"		165",목포,2015.4.21,83.3,42
"		165",목포,2015.4.22,75.4,31
"		165",목포,2015.4.23,66.1,21
"		165",목포,2015.4.24,76.9,43
"		165",목포,2015.4.25,61.8,19
"		165",목포,2015.4.26,54.6,21
"		165",목포,2015.4.27,63.6,22
"		165",목포,2015.4.28,94.6,85
"		165",목포,2015.4.29,98.4,86
"		165",목포,2015.4.30,93,71
"		165",목포,2015.5.1,94.3,76
"		165",목포,2015.5.2,90.5,70
"		165",목포,2015.5.3,100,100
"		165",목포,2015.5.4,76.6,46
"		165",목포,2015.5.5,66,20
"		165",목포,2015.5.6,72.4,38
"		165",목포,2015.5.7,67.3,27
"		165",목포,2015.5.8,72.5,29
"		165",목포,2015.5.9,78.6,52
"		165",목포,2015.5.10,89.6,68
"		165",목포,2015.5.11,93.8,69
"		165",목포,2015.5.12,85.5,74
"		165",목포,2015.5.13,68.9,43
"		165",목포,2015.5.14,93.9,72
"		165",목포,2015.5.15,98.3,86
"		165",목포,2015.5.16,77.5,31
"		165",목포,2015.5.17,65.3,25
"		165",목포,2015.5.18,93.4,60
"		165",목포,2015.5.19,96.5,74
"		165",목포,2015.5.20,80,41
"		165",목포,2015.5.21,82.4,45
"		165",목포,2015.5.22,74.4,42
"		165",목포,2015.5.23,83.6,48
"		165",목포,2015.5.24,73.4,39
"		165",목포,2015.5.25,80.5,37
"		165",목포,2015.5.26,85.6,48
"		165",목포,2015.5.27,63.3,38
"		165",목포,2015.5.28,62.9,38
"		165",목포,2015.5.29,73.1,48
"		165",목포,2015.5.30,95.6,77
"		165",목포,2015.5.31,89,68
"		165",목포,2015.6.1,82.6,52
"		165",목포,2015.6.2,87.4,52
"		165",목포,2015.6.3,67.9,33
"		165",목포,2015.6.4,59,34
"		165",목포,2015.6.5,76.6,48
"		165",목포,2015.6.6,68.4,40
"		165",목포,2015.6.7,72.4,49
"		165",목포,2015.6.8,86.6,72
"		165",목포,2015.6.9,83,62
"		165",목포,2015.6.10,71.6,38
"		165",목포,2015.6.11,86.9,75
"		165",목포,2015.6.12,68.1,29
"		165",목포,2015.6.13,81.5,62
"		165",목포,2015.6.14,79.1,64
"		165",목포,2015.6.15,85.6,67
"		165",목포,2015.6.16,84.8,69
"		165",목포,2015.6.17,85.3,74
"		165",목포,2015.6.18,80.5,57
"		165",목포,2015.6.19,82.6,57
"		165",목포,2015.6.20,89.3,83
"		165",목포,2015.6.21,84.8,64
"		165",목포,2015.6.22,78,53
"		165",목포,2015.6.23,76.6,54
"		165",목포,2015.6.24,88.1,73
"		165",목포,2015.6.25,85.3,70
"		165",목포,2015.6.26,88.5,81
"		165",목포,2015.6.27,84.6,74
"		165",목포,2015.6.28,83.3,69
"		165",목포,2015.6.29,88.9,80
"		165",목포,2015.6.30,90,90
"		165",목포,2015.7.1,81,56
"		165",목포,2015.7.2,81,59
"		165",목포,2015.7.3,74.9,37
"		165",목포,2015.7.4,78.1,51
"		165",목포,2015.7.5,77.8,54
"		165",목포,2015.7.6,81,63
"		165",목포,2015.7.7,88.9,81
"		165",목포,2015.7.8,89.5,86
"		165",목포,2015.7.9,84.4,71
"		165",목포,2015.7.10,80.8,59
"		165",목포,2015.7.11,85,70
"		165",목포,2015.7.12,90,90
"		165",목포,2015.7.13,87,74
"		165",목포,2015.7.14,87,74
"		165",목포,2015.7.15,85,72
"		165",목포,2015.7.16,87.1,77
"		165",목포,2015.7.17,81.1,59
"		165",목포,2015.7.18,81.6,67
"		165",목포,2015.7.19,80,61
"		165",목포,2015.7.20,89.9,82
"		165",목포,2015.7.21,89.5,82
"		165",목포,2015.7.22,86.8,68
"		165",목포,2015.7.23,90,90
"		165",목포,2015.7.24,90,90
"		165",목포,2015.7.25,82.8,69
"		165",목포,2015.7.26,80.1,61
"		165",목포,2015.7.27,87.9,78
"		165",목포,2015.7.28,87.3,75
"		165",목포,2015.7.29,85,71
"		165",목포,2015.7.30,85.4,72
"		165",목포,2015.7.31,84.6,66
"		165",목포,2015.8.1,83.5,68
"		165",목포,2015.8.2,85.5,70
"		165",목포,2015.8.3,80.8,63
"		165",목포,2015.8.4,78.5,55
"		165",목포,2015.8.5,81,56
"		165",목포,2015.8.6,77,54
"		165",목포,2015.8.7,72.8,45
"		165",목포,2015.8.8,78.9,60
"		165",목포,2015.8.9,80.6,57
"		165",목포,2015.8.10,79.1,56
"		165",목포,2015.8.11,89.4,71
"		165",목포,2015.8.12,86.3,72
"		165",목포,2015.8.13,83.5,56
"		165",목포,2015.8.14,83.5,62
"		165",목포,2015.8.15,81.5,50
"		165",목포,2015.8.16,83.9,65
"		165",목포,2015.8.17,83.8,65
"		165",목포,2015.8.18,81.5,61
"		165",목포,2015.8.19,79.1,65
"		165",목포,2015.8.20,89.8,71
"		165",목포,2015.8.21,84.9,71
"		165",목포,2015.8.22,88.1,78
"		165",목포,2015.8.23,85.5,65
"		165",목포,2015.8.24,86.5,78
"		165",목포,2015.8.25,89.5,79
"		165",목포,2015.8.26,76.9,56
"		165",목포,2015.8.27,84.5,69
"		165",목포,2015.8.28,82.3,59
"		165",목포,2015.8.29,82.1,55
"		165",목포,2015.8.30,82.3,56
"		165",목포,2015.8.31,81.3,60
"		165",목포,2015.9.1,78.5,56
"		165",목포,2015.9.2,82.1,61
"		165",목포,2015.9.3,84.9,66
"		165",목포,2015.9.4,81.1,53
"		165",목포,2015.9.5,85.1,66
"		165",목포,2015.9.6,83.8,61
"		165",목포,2015.9.7,74.3,52
"		165",목포,2015.9.8,69.8,35
"		165",목포,2015.9.9,72.9,43
"		165",목포,2015.9.10,70.9,46
"		165",목포,2015.9.11,81.3,55
"		165",목포,2015.9.12,84.6,70
"		165",목포,2015.9.13,64.4,34
"		165",목포,2015.9.14,65.4,38
"		165",목포,2015.9.15,60.4,40
"		165",목포,2015.9.16,71.8,57
"		165",목포,2015.9.17,71.1,48
"		165",목포,2015.9.18,80.1,55
"		165",목포,2015.9.19,81.9,57
"		165",목포,2015.9.20,79.5,42
"		165",목포,2015.9.21,77.8,54
"		165",목포,2015.9.22,72.5,49
"		165",목포,2015.9.23,87.8,69
"		165",목포,2015.9.24,84,65
"		165",목포,2015.9.25,82.4,62
"		165",목포,2015.9.26,83.1,53
"		165",목포,2015.9.27,70.9,38
"		165",목포,2015.9.28,66.1,37
"		165",목포,2015.9.29,69,30
"		165",목포,2015.9.30,85.4,69
"		165",목포,2015.10.1,84.3,59
"		165",목포,2015.10.2,60,35
"		165",목포,2015.10.3,79.4,54
"		165",목포,2015.10.4,62.6,23
"		165",목포,2015.10.5,64.8,39
"		165",목포,2015.10.6,69.5,39
"		165",목포,2015.10.7,70.8,41
"		165",목포,2015.10.8,83,69
"		165",목포,2015.10.9,59.3,31
"		165",목포,2015.10.10,73.4,45
"		165",목포,2015.10.11,57.9,41
"		165",목포,2015.10.12,67.6,44
"		165",목포,2015.10.13,70.3,44
"		165",목포,2015.10.14,83.4,62
"		165",목포,2015.10.15,81.8,53
"		165",목포,2015.10.16,81.1,47
"		165",목포,2015.10.17,80.8,52
"		165",목포,2015.10.18,79.1,45
"		165",목포,2015.10.19,78.5,37
"		165",목포,2015.10.20,81.1,51
"		165",목포,2015.10.21,79.5,53
"		165",목포,2015.10.22,82.8,60
"		165",목포,2015.10.23,80.5,56
"		165",목포,2015.10.24,85.6,68
"		165",목포,2015.10.25,70.1,46
"		165",목포,2015.10.26,65.4,43
"		165",목포,2015.10.27,72.6,52
"		165",목포,2015.10.28,56.3,40
"		165",목포,2015.10.29,73.3,51
"		165",목포,2015.10.30,59.1,40
"		165",목포,2015.10.31,55.5,42
"		165",목포,2015.11.1,61.9,50
"		165",목포,2015.11.2,75.5,48
"		165",목포,2015.11.3,75.8,45
"		165",목포,2015.11.4,76.1,47
"		165",목포,2015.11.5,74.1,46
"		165",목포,2015.11.6,74.6,62
"		165",목포,2015.11.7,87.9,80
"		165",목포,2015.11.8,88.8,79
"		165",목포,2015.11.9,83.6,72
"		165",목포,2015.11.10,71.3,59
"		165",목포,2015.11.11,80.4,61
"		165",목포,2015.11.12,65.5,38
"		165",목포,2015.11.13,90,68
"		165",목포,2015.11.14,89.3,81
"		165",목포,2015.11.15,84.8,65
"		165",목포,2015.11.16,89.6,76
"		165",목포,2015.11.17,90,88
"		165",목포,2015.11.18,90,90
"		165",목포,2015.11.19,90,90
"		165",목포,2015.11.20,86.6,69
"		165",목포,2015.11.21,82.8,67
"		165",목포,2015.11.22,83.1,66
"		165",목포,2015.11.23,88.4,83
"		165",목포,2015.11.24,71.8,53
"		165",목포,2015.11.25,80.3,58
"		165",목포,2015.11.26,79.3,49
"		165",목포,2015.11.27,68.6,56
"		165",목포,2015.11.28,68.3,52
"		165",목포,2015.11.29,72.8,53
"		165",목포,2015.11.30,76,49
"		165",목포,2015.12.1,69.9,34
"		165",목포,2015.12.2,81.4,55
"		165",목포,2015.12.3,47.9,37
"		165",목포,2015.12.4,62.1,47
"		165",목포,2015.12.5,62,52
"		165",목포,2015.12.6,70.1,46
"		165",목포,2015.12.7,68.8,52
"		165",목포,2015.12.8,68.6,51
"		165",목포,2015.12.9,66.8,50
"		165",목포,2015.12.10,88.1,75
"		165",목포,2015.12.11,81.5,60
"		165",목포,2015.12.12,70.5,56
"		165",목포,2015.12.13,72.6,49
"		165",목포,2015.12.14,83,68
"		165",목포,2015.12.15,69.9,53
"		165",목포,2015.12.16,60.1,36
"		165",목포,2015.12.17,88.4,73
"		165",목포,2015.12.18,75.1,60
"		165",목포,2015.12.19,78.6,51
"		165",목포,2015.12.20,86.1,72
"		165",목포,2015.12.21,85.1,66
"		165",목포,2015.12.22,80.3,49
"		165",목포,2015.12.23,90,90
"		165",목포,2015.12.24,77.4,56
"		165",목포,2015.12.25,59.8,40
"		165",목포,2015.12.26,75.1,50
"		165",목포,2015.12.27,64.6,53
"		165",목포,2015.12.28,72.5,61
"		165",목포,2015.12.29,71.4,49
"		165",목포,2015.12.30,68.9,44
"		165",목포,2015.12.31,80.9,63
"		165",목포,2016.1.1,73.8,53
"		165",목포,2016.1.2,81.3,66
"		165",목포,2016.1.3,83.3,63
"		165",목포,2016.1.4,76.8,60
"		165",목포,2016.1.5,57.6,37
"		165",목포,2016.1.6,64.4,42
"		165",목포,2016.1.7,70.8,50
"		165",목포,2016.1.8,74.1,45
"		165",목포,2016.1.9,63.3,43
"		165",목포,2016.1.10,64.8,46
"		165",목포,2016.1.11,60.6,51
"		165",목포,2016.1.12,68.3,54
"		165",목포,2016.1.13,66.4,49
"		165",목포,2016.1.14,60.5,41
"		165",목포,2016.1.15,65.5,44
"		165",목포,2016.1.16,58.4,37
"		165",목포,2016.1.17,76,54
"		165",목포,2016.1.18,82.3,62
"		165",목포,2016.1.19,76.4,55
"		165",목포,2016.1.20,76.4,62
"		165",목포,2016.1.21,74.9,63
"		165",목포,2016.1.22,60.9,44
"		165",목포,2016.1.23,83.9,48
"		165",목포,2016.1.24,83.1,50
"		165",목포,2016.1.25,84.9,61
"		165",목포,2016.1.26,73.3,53
"		165",목포,2016.1.27,68.4,50
"		165",목포,2016.1.28,84.1,71
"		165",목포,2016.1.29,90,90
"		165",목포,2016.1.30,84.6,71
"		165",목포,2016.1.31,71.1,61
"		165",목포,2016.2.1,76.9,66
"		165",목포,2016.2.2,69.8,52
"		165",목포,2016.2.3,60.4,43
"		165",목포,2016.2.4,76.4,42
"		165",목포,2016.2.5,73.3,54
"		165",목포,2016.2.6,71.6,58
"		165",목포,2016.2.7,64,46
"		165",목포,2016.2.8,67.3,31
"		165",목포,2016.2.9,57.8,34
"		165",목포,2016.2.10,54.6,19
"		165",목포,2016.2.11,66.8,50
"		165",목포,2016.2.12,90,81
"		165",목포,2016.2.13,89.4,81
"		165",목포,2016.2.14,75.3,58
"		165",목포,2016.2.15,74.3,52
"		165",목포,2016.2.16,61.1,45
"		165",목포,2016.2.17,62.9,37
"		165",목포,2016.2.18,68.3,27
"		165",목포,2016.2.19,75.5,32
"		165",목포,2016.2.20,63.4,41
"		165",목포,2016.2.21,57.3,41
"		165",목포,2016.2.22,52.3,26
"		165",목포,2016.2.23,67.6,48
"		165",목포,2016.2.24,60.4,51
"		165",목포,2016.2.25,55.9,32
"		165",목포,2016.2.26,73.9,57
"		165",목포,2016.2.27,72.9,43
"		165",목포,2016.2.28,77.5,48
"		165",목포,2016.2.29,62.6,36
"		165",목포,2016.3.1,59.8,43
"		165",목포,2016.3.2,71,46
"		165",목포,2016.3.3,75.1,51
"		165",목포,2016.3.4,88.5,71
"		165",목포,2016.3.5,89,80
"		165",목포,2016.3.6,85.1,60
"		165",목포,2016.3.7,83.8,66
"		165",목포,2016.3.8,78.8,46
"		165",목포,2016.3.9,65.9,50
"		165",목포,2016.3.10,56.4,33
"		165",목포,2016.3.11,57.9,39
"		165",목포,2016.3.12,41,16
"		165",목포,2016.3.13,63.8,27
"		165",목포,2016.3.14,75.5,53
"		165",목포,2016.3.15,58.9,25
"		165",목포,2016.3.16,65.4,33
"		165",목포,2016.3.17,57,34
"		165",목포,2016.3.18,90,57
"		165",목포,2016.3.19,82.5,59
"		165",목포,2016.3.20,77.4,46
"		165",목포,2016.3.21,75,43
"		165",목포,2016.3.22,75.9,37
"		165",목포,2016.3.23,71.6,49
"		165",목포,2016.3.24,62.5,40
"		165",목포,2016.3.25,70.3,42
"		165",목포,2016.3.26,63.9,36
"		165",목포,2016.3.27,65.3,24
"		165",목포,2016.3.28,69.9,34
"		165",목포,2016.3.29,71.5,50
"		165",목포,2016.3.30,77.5,43
"		165",목포,2016.3.31,70.6,39
"		165",목포,2016.4.1,68.1,34
"		165",목포,2016.4.2,69.8,45
"		165",목포,2016.4.3,87.4,74
"		165",목포,2016.4.4,79.3,62
"		165",목포,2016.4.5,50.9,13
"		165",목포,2016.4.6,65.9,21
"		165",목포,2016.4.7,97.5,88
"		165",목포,2016.4.8,95.4,66
"		165",목포,2016.4.9,77.4,29
"		165",목포,2016.4.10,82.5,42
"		165",목포,2016.4.11,88,70
"		165",목포,2016.4.12,75,37
"		165",목포,2016.4.13,100,99
"		165",목포,2016.4.14,99.3,91
"		165",목포,2016.4.15,73,37
"		165",목포,2016.4.16,89.6,63
"		165",목포,2016.4.17,91.8,78
"		165",목포,2016.4.18,80.3,61
"		165",목포,2016.4.19,79.3,29
"		165",목포,2016.4.20,81.8,50
"		165",목포,2016.4.21,100,100
"		165",목포,2016.4.22,94,71
"		165",목포,2016.4.23,86.1,62
"		165",목포,2016.4.24,59,30
"		165",목포,2016.4.25,63.1,36
"		165",목포,2016.4.26,77.8,35
"		165",목포,2016.4.27,100,100
"		165",목포,2016.4.28,95.6,70
"		165",목포,2016.4.29,85.8,55
"		165",목포,2016.4.30,76.1,50
"		165",목포,2016.5.1,68,49
"		165",목포,2016.5.2,93.1,76
"		165",목포,2016.5.3,91.4,74
"		165",목포,2016.5.4,80.5,57
"		165",목포,2016.5.5,81.3,49
"		165",목포,2016.5.6,96.9,84
"		165",목포,2016.5.7,77.3,45
"		165",목포,2016.5.8,59.9,38
"		165",목포,2016.5.9,95.1,65
"		165",목포,2016.5.10,100,100
"		165",목포,2016.5.11,89.6,71
"		165",목포,2016.5.12,86.5,50
"		165",목포,2016.5.13,92.8,69
"		165",목포,2016.5.14,79.4,58
"		165",목포,2016.5.15,93.4,79
"		165",목포,2016.5.16,82.8,44
"		165",목포,2016.5.17,84.8,50
"		165",목포,2016.5.18,80.4,55
"		165",목포,2016.5.19,77.4,42
"		165",목포,2016.5.20,69.4,33
"		165",목포,2016.5.21,62.8,29
"		165",목포,2016.5.22,65.8,37
"		165",목포,2016.5.23,70,44
"		165",목포,2016.5.24,96.6,82
"		165",목포,2016.5.25,90,69
"		165",목포,2016.5.26,88.4,55
"		165",목포,2016.5.27,89.6,68
"		165",목포,2016.5.28,88.1,61
"		165",목포,2016.5.29,88.1,56
"		165",목포,2016.5.30,85.8,55
"		165",목포,2016.5.31,85.9,50
"		165",목포,2016.6.1,85.6,42
"		165",목포,2016.6.2,88.5,74
"		165",목포,2016.6.3,74.3,45
"		165",목포,2016.6.4,97.1,70
"		165",목포,2016.6.5,88.6,72
"		165",목포,2016.6.6,92.3,77
"		165",목포,2016.6.7,95.9,73
"		165",목포,2016.6.8,91.8,74
"		165",목포,2016.6.9,90.1,76
"		165",목포,2016.6.10,88.3,65
"		165",목포,2016.6.11,92,75
"		165",목포,2016.6.12,99.9,93
"		165",목포,2016.6.13,92.6,72
"		165",목포,2016.6.14,88.6,55
"		165",목포,2016.6.15,93.8,73
"		165",목포,2016.6.16,95.3,77
"		165",목포,2016.6.17,86.9,53
"		165",목포,2016.6.18,89,56
"		165",목포,2016.6.19,94.1,76
"		165",목포,2016.6.20,100,100
"		165",목포,2016.6.21,96.1,79
"		165",목포,2016.6.22,100,100
"		165",목포,2016.6.23,94.1,80
"		165",목포,2016.6.24,97,85
"		165",목포,2016.6.25,82.5,53
"		165",목포,2016.6.26,86.5,50
"		165",목포,2016.6.27,94.3,81
"		165",목포,2016.6.28,87.9,73
"		165",목포,2016.6.29,95.8,87
"		165",목포,2016.6.30,94.5,84
"		165",목포,2016.7.1,98,97
"		165",목포,2016.7.2,98,98
"		165",목포,2016.7.3,98,98
"		165",목포,2016.7.4,98,98
"		165",목포,2016.7.5,95.9,87
"		165",목포,2016.7.6,98,98
"		165",목포,2016.7.7,92.6,78
"		165",목포,2016.7.8,93.1,79
"		165",목포,2016.7.9,93.3,79
"		165",목포,2016.7.10,96.3,85
"		165",목포,2016.7.11,96.9,85
"		165",목포,2016.7.12,98,96
"		165",목포,2016.7.13,95.4,84
"		165",목포,2016.7.14,91.6,68
"		165",목포,2016.7.15,81.9,62
"		165",목포,2016.7.16,96.5,82
"		165",목포,2016.7.17,92.6,76
"		165",목포,2016.7.18,91.3,75
"		165",목포,2016.7.19,86.4,64
"		165",목포,2016.7.20,78.8,58
"		165",목포,2016.7.21,81.1,67
"		165",목포,2016.7.22,82.9,67
"		165",목포,2016.7.23,86.1,72
"		165",목포,2016.7.24,90.6,74
"		165",목포,2016.7.25,86.6,64
"		165",목포,2016.7.26,90,68
"		165",목포,2016.7.27,94.4,74
"		165",목포,2016.7.28,94.9,83
"		165",목포,2016.7.29,88.8,71
"		165",목포,2016.7.30,88.5,73
"		165",목포,2016.7.31,86.6,63
"		165",목포,2016.8.1,88,62
"		165",목포,2016.8.2,94.5,78
"		165",목포,2016.8.3,95.4,83
"		165",목포,2016.8.4,85.9,59
"		165",목포,2016.8.5,85.5,59
"		165",목포,2016.8.6,84.4,57
"		165",목포,2016.8.7,91.1,63
"		165",목포,2016.8.8,86.5,65
